DLVR_STORE_ADSTRD_CODE,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_NM,월 평균 배달 매출,월 평균 주문 건수,평균 주문 금액,평균 소요 시간,
41150520,한식,의정부동,38500,2,21000,2070,
41150510,야식,가능동,322200,15,22000,930,
41190795,카페/디저트,괴안동,503600,28,17700,730,
41150578,회,민락동,239300,6,43500,2170,
41150578,도시락,민락동,95700,2,47900,1850,
41150520,한식,가능동,29200,2,17600,790,
41150520,한식,의정부동,6200,0,37000,2720,
41250565,도시락,지행동,538400,19,28100,1120,
41150567,분식,신곡동,3200,0,19500,2000,
41150510,한식,의정부동,72900,3,25700,1860,
41150510,야식,가능동,12300,0,24700,1720,
41281621,패스트푸드,화정동,80600,4,21000,1180,
41220520,한식,서정동,5263000,263,20000,420,
41210610,족발/보쌈,철산동,4440100,140,31700,1150,
41150555,치킨,호원동,456200,17,27400,1770,
41461250,카페/디저트,포곡읍,1716400,112,15300,540,
41210570,족발/보쌈,광명동,27500,1,41200,830,
41150520,찜탕,의정부동,468200,17,27300,1580,
41150578,야식,민락동,2951700,147,20100,620,
41150545,찜탕,호원동,51500,3,17200,2150,
41360253,한식,진접읍,816200,32,25800,1600,
41650250,한식,소흘읍,614600,16,39700,980,
41150578,아시안/양식,민락동,139200,4,30900,1520,
41150576,한식,민락동,41500,1,35600,1770,
41150576,치킨,민락동,445800,18,24500,1750,
41150555,한식,호원동,492400,14,36500,1220,
41150620,찜탕,녹양동,221500,6,35900,1680,
41150580,한식,금오동,35100,1,35100,2030,
41150578,한식,민락동,15300,1,22900,1160,
41150520,족발/보쌈,의정부동,1132800,28,40000,1800,
41150578,족발/보쌈,민락동,4800,0,29000,1190,
41287540,돈까스/일식,탄현동,5962000,243,24600,1000,
41150568,치킨,신곡동,159900,7,21800,1280,
41150510,치킨,의정부동,421600,22,18700,1570,
41150595,치킨,가능동,2106200,139,15100,840,
41150555,한식,호원동,753400,40,19100,840,
41150578,찜탕,민락동,5900,0,35500,1800,
41150620,분식,녹양동,3300,0,20000,2980,
41150555,분식,호원동,5200,0,31500,1520,
41150595,한식,가능동,5400,0,32500,2080,
41150510,족발/보쌈,의정부동,5800,0,35000,1690,
41150580,피자,금오동,276400,10,26300,1630,
41150510,한식,의정부동,68300,2,29300,2180,
41150545,한식,호원동,94800,4,21900,1440,
11545610,한식,독산동,5503500,210,26200,1600,
41150576,패스트푸드,민락동,64200,4,14800,1260,
41150568,피자,신곡동,455000,22,20200,1770,
41150567,치킨,신곡동,196500,10,20700,1660,
41150510,한식,의정부동,630600,28,22400,1440,
41190744,한식,상동,3200,0,19000,1750,
41150576,치킨,민락동,135200,6,21900,1580,
41150568,치킨,신곡동,58300,3,21900,1610,
41150580,족발/보쌈,금오동,226300,6,41200,2010,
41150567,치킨,신곡동,403200,18,22200,1640,
41271525,돈까스/일식,사동,3379300,77,44000,770,
41150615,피자,가능동,2322600,76,30400,1010,
41150510,카페/디저트,의정부동,16500,1,16500,1920,
41150520,족발/보쌈,의정부동,282300,8,35300,1710,
41250566,찜탕,송내동,71500,4,17200,760,
41150573,한식,용현동,43200,2,18500,1630,
41150520,카페/디저트,의정부동,59700,4,17000,1720,
41287540,치킨,탄현동,41700,2,22800,970,
41150520,치킨,의정부동,15500,1,18600,2020,
41150615,피자,가능동,255000,8,31900,1450,
41150545,야식,호원동,803900,41,19800,980,
41150578,중식,민락동,2700,0,16000,940,
41150578,분식,민락동,84200,5,18000,1560,
41271560,야식,본오동,4210000,146,28800,580,
41150510,한식,의정부동,255700,8,32600,1860,
41271510,치킨,일동,320200,13,25300,1030,
41150595,야식,가능동,9200,0,27500,1260,
41190744,치킨,상동,4200,0,25000,960,
41150595,한식,의정부동,151300,4,33600,1770,
41150578,한식,민락동,106400,6,19300,830,
41150510,한식,의정부동,1126600,59,19100,940,
41150595,중식,가능동,12200,0,24300,1720,
41800253,피자,전곡읍,526600,17,30400,790,
11590620,한식,사당동,736200,34,21300,1500,
11530520,카페/디저트,구로동,2000,0,12000,430,
11530520,카페/디저트,구로동,2000,0,12300,1440,
41150578,한식,민락동,69900,4,19100,1470,
11530730,분식,고척동,10500,1,15800,360,
41150545,한식,호원동,3300,0,20000,2150,
41210631,치킨,하안동,64700,2,25900,1350,
41150620,찜탕,녹양동,48100,1,36100,1700,
41390540,돈까스/일식,은행동,3909900,119,32900,670,
41650250,치킨,소흘읍,550100,23,24300,830,
41150555,한식,호원동,2540800,75,34000,1200,
11530720,치킨,고척동,1537800,66,23300,1130,
41190746,야식,심곡본동,136500,4,34100,1260,
41150576,한식,민락동,5000,0,30000,1310,
41150568,피자,신곡동,9100,0,27200,1150,
41150567,패스트푸드,신곡동,284800,15,18800,1510,
41150568,족발/보쌈,신곡동,17700,0,106000,540,
41150520,치킨,의정부동,84200,4,20200,1780,
41190744,치킨,상동,15500,1,23200,1320,
41150578,치킨,민락동,86300,4,24700,1050,
41150578,분식,민락동,46800,2,25500,1570,
41650510,찜탕,신읍동,2006200,43,46300,1320,
41150567,치킨,신곡동,294400,13,22100,1130,
41210650,카페/디저트,일직동,718600,44,16100,1220,
11320700,중식,방학동,3902000,185,21100,1020,
41360250,족발/보쌈,와부읍,237800,6,37600,410,
41150620,치킨,녹양동,24200,1,18200,1210,
41150510,한식,가능동,1093000,59,18600,1040,
41150555,한식,호원동,202600,6,35800,1730,
41281655,족발/보쌈,행신동,30200,1,36200,380,
41390540,야식,은행동,13826000,514,26900,730,
41150578,한식,민락동,227700,6,40200,1820,
41610530,회,장지동,328700,6,51900,1000,
41150573,한식,용현동,5200,0,31000,1160,
41150576,한식,민락동,115200,3,36400,2040,
41150520,치킨,의정부동,275700,14,20400,1340,
41190830,패스트푸드,삼정동,727400,41,17800,1070,
41190742,돈까스/일식,약대동,186200,6,29400,1040,
41150615,한식,가능동,7200,0,43000,760,
41150573,치킨,용현동,7500,0,22500,1630,
41150567,치킨,신곡동,55500,2,23800,1900,
41190742,분식,약대동,173000,8,20800,800,
41190742,치킨,약대동,109100,5,22600,1180,
41190603,한식,심곡동,12200,1,14600,1060,
41150578,한식,민락동,25400,0,76200,1840,
41250565,한식,지행동,277200,13,21900,850,
41190830,분식,오정동,37200,2,24800,1070,
11350640,카페/디저트,상계동,1996400,109,18300,1750,
41190742,카페/디저트,약대동,146800,7,21500,1200,
41150510,치킨,의정부동,48300,2,32200,1030,
41190742,한식,약대동,42200,2,23000,1160,
41150568,찜탕,신곡동,6070400,276,22000,1050,
41150578,도시락,민락동,392600,14,27700,9790,
41150580,도시락,금오동,67600,3,25300,1800,
41190830,한식,삼정동,46400,2,21400,1060,
41190606,한식,도당동,85200,4,19700,990,
11350624,카페/디저트,중계동,1414400,75,18900,1850,
41150578,치킨,민락동,40700,1,30500,1700,
41150510,한식,의정부동,26300,2,17500,950,
41190742,족발/보쌈,도당동,12200,0,36500,820,
11350665,카페/디저트,상계동,494900,27,18400,1840,
41150578,찜탕,민락동,39500,2,18200,1290,
41150555,한식,호원동,63700,3,21200,1820,
41150520,한식,의정부동,241000,7,36200,1980,
41150568,찜탕,신곡동,876500,39,22700,1670,
41150615,분식,가능동,74400,4,18600,1830,
41111573,카페/디저트,천천동,152500,9,16600,1670,
41190606,족발/보쌈,춘의동,75700,2,32400,940,
41150578,중식,민락동,2200,0,13000,1380,
41150576,족발/보쌈,민락동,197300,6,30400,1380,
41150578,야식,민락동,83000,4,22600,1290,
41150573,족발/보쌈,용현동,552500,16,35600,1500,
41190742,치킨,약대동,25100,1,21500,2450,
41150578,아시안/양식,민락동,83600,5,17900,1690,
41150510,카페/디저트,의정부동,886000,51,17400,820,
41250580,카페/디저트,안흥동,15900,1,19100,1160,
41150568,찜탕,신곡동,92500,3,30800,1520,
41150520,회,의정부동,44300,1,33200,1640,
41150576,한식,민락동,9400,0,18800,1410,
41190603,한식,심곡동,523800,23,22400,1040,
41590515,치킨,새솔동,1431100,66,21700,1390,
41150576,야식,민락동,719800,28,25900,1290,
41285551,찜탕,백석동,5200,0,31000,1730,
41390540,분식,은행동,4244100,183,23200,1000,
41150578,분식,민락동,51700,4,14800,520,
41150568,한식,신곡동,63200,2,34500,2010,
41250566,한식,지행동,35400,1,30400,1460,
41150578,아시안/양식,민락동,6300,0,38000,410,
41150578,한식,민락동,3800,0,22500,1200,
41150576,찜탕,민락동,30800,1,37000,1470,
41150578,야식,민락동,153900,5,31800,1990,
41150510,카페/디저트,의정부동,130400,8,17000,1620,
41150545,족발/보쌈,호원동,246700,7,35200,1510,
41150578,카페/디저트,민락동,77400,4,17900,1740,
41150578,피자,낙양동,26200,1,22500,1320,
41250566,치킨,송내동,10000,0,30000,1270,
41190606,치킨,춘의동,5000,0,30000,1960,
41150595,한식,가능동,35200,1,26400,1370,
41150520,치킨,의정부동,28500,1,21400,1530,
41220520,치킨,서정동,399100,18,22400,860,
41150510,한식,가능동,253200,12,20500,1930,
41150567,한식,신곡동,84400,5,15800,1530,
41150595,치킨,가능동,23500,1,23500,1750,
41150567,치킨,신곡동,60100,3,21200,1540,
41150578,중식,민락동,4100300,175,23400,890,
41150510,한식,의정부동,135100,8,18000,1800,
41150595,한식,가능동,96100,7,14100,1250,
41190603,카페/디저트,심곡동,3200,0,19000,540,
41150578,중식,민락동,461800,20,23300,1820,
41150578,야식,민락동,17200,1,25800,1670,
41150573,야식,용현동,6000,0,18000,1640,
41150520,카페/디저트,의정부동,200000,9,23100,1580,
41150576,야식,민락동,38000,2,25300,1150,
41150568,치킨,신곡동,3300,0,19900,2190,
41210640,카페/디저트,소하동,3589800,162,22100,1790,
41150578,돈까스/일식,민락동,89200,4,24300,1520,
41800253,돈까스/일식,전곡읍,44700,1,33500,690,
41190742,분식,중동,5400,0,16200,1000,
41150578,분식,민락동,61300,2,28300,1630,
41190830,패스트푸드,삼정동,4000,0,12200,570,
41190830,패스트푸드,삼정동,3000,0,17700,1280,
41150578,치킨,민락동,13200,1,19900,1140,
41173566,족발/보쌈,관양동,2224000,54,41100,1220,
41190742,분식,약대동,2700,0,16000,1490,
41650510,치킨,신읍동,312600,14,22900,1160,
41190742,치킨,약대동,3300,0,20000,910,
41190742,분식,약대동,9500,0,19000,1090,
41190742,치킨,약대동,31800,1,23900,1150,
41150595,한식,가능동,54600,2,25200,1720,
41190742,돈까스/일식,약대동,15400,1,18500,820,
41190742,치킨,약대동,6000,0,36000,2420,
41190830,패스트푸드,삼정동,35000,2,16200,1030,
41190742,아시안/양식,중동,6200,0,36900,380,
11530800,치킨,항동,347500,16,22400,1020,
11545630,치킨,독산동,19774500,1033,19100,960,
41610530,족발/보쌈,태전동,3960200,110,36100,810,
41150578,야식,민락동,114000,6,19500,1370,
41150578,회,낙양동,34200,1,41000,1590,
41190830,패스트푸드,삼정동,105100,6,16600,980,
41190742,돈까스/일식,약대동,43700,1,37400,1100,
41190742,치킨,약대동,19400,1,23300,1360,
41250580,카페/디저트,안흥동,2463800,127,19400,1450,
41190742,분식,약대동,18400,1,22100,1180,
41210650,치킨,소하동,9800,0,19700,1380,
41190603,야식,소사동,96000,4,25000,1120,
41190830,족발/보쌈,내동,11100,0,66500,1880,
41190742,한식,약대동,9700,0,19300,1190,
41190742,한식,중동,75600,3,25200,1300,
41190742,카페/디저트,약대동,7600,0,23000,1170,
41360253,분식,진접읍,6100,0,18200,1330,
41190606,회,도당동,7700,0,23000,1560,
41210580,족발/보쌈,광명동,1816000,51,35800,1500,
41190742,중식,중동,5800,0,35000,1180,
41190742,야식,중동,16200,1,24200,1400,
41190603,회,심곡동,3800,0,23000,1080,
41190606,족발/보쌈,춘의동,11300,0,68000,1250,
41190742,아시안/양식,중동,20600,0,61600,440,
41190830,패스트푸드,삼정동,35100,2,15100,1100,
41190830,한식,삼정동,2800,0,16500,970,
41190742,치킨,약대동,3000,0,18000,1140,
41190742,분식,중동,23300,1,23300,1210,
41150555,카페/디저트,호원동,116300,6,19900,1360,
41190610,족발/보쌈,상동,36800,1,31600,1210,
41190610,치킨,중동,22100,1,18900,1040,
41190610,한식,중동,5900,0,17800,1840,
41190610,아시안/양식,중동,13300,0,26700,1040,
41190742,중식,중동,5000,0,30000,760,
41190744,한식,상동,5500,0,16500,1500,
41190610,치킨,중동,143100,7,20000,870,
41190742,분식,중동,12256500,499,24600,1150,
41190742,돈까스/일식,약대동,3000,0,18000,800,
41190610,찜탕,상동,2984000,154,19300,930,
41190742,치킨,약대동,3800,0,22500,1210,
41190830,패스트푸드,삼정동,4200,0,25500,840,
41190606,치킨,역곡동,3300,0,20000,630,
41190610,아시안/양식,중동,130500,6,22400,620,
41190742,한식,중동,4000,0,24000,1210,
41190610,찜탕,상동,6000,0,18000,1240,
41150555,중식,호원동,163600,6,26500,980,
41190744,돈까스/일식,상동,10600,0,21300,1100,
41190610,한식,상동,2700,0,16000,740,
41281640,카페/디저트,행신동,11900,1,17800,1390,
41190742,치킨,중동,20300,1,20300,910,
41190742,치킨,약대동,5357800,223,24000,1170,
41190610,족발/보쌈,상동,16922900,515,32800,900,
41190610,돈까스/일식,중동,194000,11,17400,820,
41190742,치킨,중동,7248200,327,22100,1110,
41190603,회,심곡동,5119000,146,35000,1030,
41190744,돈까스/일식,상동,12679800,443,28600,1400,
41190610,치킨,중동,5669200,274,20700,1140,
41190744,치킨,상동,13000,1,19600,730,
41190610,한식,중동,3618700,174,20800,940,
41150580,야식,금오동,59700,2,27500,1710,
41190610,야식,상동,443200,19,23500,1350,
41190610,치킨,중동,1213200,52,23400,1100,
41190742,한식,중동,10077600,366,27500,1170,
41190606,치킨,역곡동,2800,0,17000,590,
41190603,야식,심곡동,7700,0,23000,930,
41190742,야식,중동,318800,10,30800,1290,
41190610,분식,중동,9600,0,19300,640,
41190610,치킨,중동,3441500,150,23000,1100,
41190606,치킨,역곡동,10700,0,21300,1430,
41190603,치킨,원미동,2798200,102,27600,1420,
41190606,한식,도당동,4700,0,28000,1080,
41190742,한식,중동,16700,1,25000,1560,
41190610,한식,상동,1344400,67,20000,1080,
41190744,분식,상동,18771200,939,20000,1230,
41190742,분식,중동,16400,1,16400,900,
41190610,피자,중동,306000,17,17700,1130,
41190610,돈까스/일식,중동,672700,32,21200,1170,
41190744,한식,상동,18000,1,18000,980,
41190742,아시안/양식,중동,4185800,134,31300,600,
41190742,한식,중동,3100,0,18500,830,
41190742,카페/디저트,중동,64800,4,16200,1100,
41190742,찜탕,중동,1372800,35,39000,1280,
41150567,야식,신곡동,97500,4,21700,1470,
41190610,치킨,상동,21618700,734,29400,1140,
41190606,한식,도당동,898800,26,33900,1520,
41190610,치킨,상동,2579200,118,21900,1110,
41190606,치킨,역곡동,16989000,868,19600,870,
41190610,한식,상동,269000,11,24800,1580,
41190610,한식,상동,5548300,222,25000,980,
41190795,피자,괴안동,16739400,516,32400,1050,
41190606,한식,역곡동,8592900,337,25500,890,
41190750,한식,소사본동,6324200,330,19200,880,
41190744,한식,상동,36800,3,13000,1010,
41190742,아시안/양식,중동,48000,2,19200,1210,
41190610,찜탕,중동,3528200,197,17900,940,
41190750,분식,소사본동,1618200,79,20400,1200,
41190742,한식,중동,29300,2,14700,1100,
41250565,돈까스/일식,지행동,6800,0,20500,870,
41190795,치킨,괴안동,9839400,482,20400,850,
41190742,족발/보쌈,중동,3599500,134,26900,1090,
41190750,중식,소사본동,6019000,264,22800,1140,
41190606,찜탕,역곡동,3807400,196,19500,870,
41190744,피자,상동,3063000,105,29200,1340,
41190795,피자,괴안동,509300,18,29100,1270,
41190795,카페/디저트,범박동,1316800,82,16100,870,
41190742,중식,중동,192100,9,21700,1510,
41190742,카페/디저트,중동,2188600,110,20000,1160,
41190742,한식,중동,1692100,68,24800,1360,
41190750,치킨,소사본동,1673900,74,22800,1050,
41150510,카페/디저트,의정부동,75400,4,20600,1370,
41190610,카페/디저트,중동,388200,26,14800,1050,
41190744,한식,상동,2500,0,15000,880,
41150510,치킨,의정부동,26300,1,19800,1220,
41190795,카페/디저트,옥길동,1852000,107,17300,1230,
41190606,카페/디저트,역곡동,414000,24,17200,910,
41190744,한식,상동,5609500,281,19900,1210,
41190603,카페/디저트,심곡동,196600,11,17600,860,
41150555,카페/디저트,호원동,11200,1,16800,1470,
41190750,피자,소사본동,3679700,185,19900,980,
41190795,피자,괴안동,2214400,83,26600,1160,
41150567,카페/디저트,신곡동,633800,46,13700,1020,
41190610,아시안/양식,중동,6354200,261,24400,1040,
41190744,한식,상동,9615400,528,18200,930,
11530740,피자,개봉동,437300,20,22200,1170,
41190610,치킨,중동,8068700,421,19200,1110,
41150578,아시안/양식,민락동,21600,1,26000,1490,
41150595,분식,가능동,11000,0,66000,1350,
41190750,치킨,소사본동,1161900,44,26300,1400,
41190795,돈까스/일식,괴안동,100300,6,17700,1050,
41150567,족발/보쌈,신곡동,14300,0,43000,2200,
41150555,카페/디저트,호원동,167200,4,47800,1680,
41150568,치킨,신곡동,111500,5,23100,1790,
41650250,카페/디저트,소흘읍,327600,20,16100,420,
41190610,찜탕,중동,2297200,81,28400,940,
41190744,중식,상동,3049000,128,23800,1110,
41190610,치킨,중동,578300,22,25700,1360,
41190606,족발/보쌈,역곡동,8016300,216,37100,1210,
41190610,치킨,상동,1752000,83,21000,1160,
41190606,족발/보쌈,춘의동,13000,0,26000,1140,
41190742,분식,중동,743200,43,17400,1020,
41190750,치킨,소사본동,1549200,73,21300,1070,
41190603,야식,심곡동,125800,4,29000,1040,
41190610,한식,중동,93800,3,28200,1170,
41190744,족발/보쌈,상동,8170100,214,38100,1070,
41190744,치킨,상동,138200,9,15400,1460,
41190610,분식,중동,502000,28,18300,910,
41190610,분식,중동,981000,51,19200,1000,
41190744,치킨,상동,2129400,92,23000,1110,
11530750,치킨,개봉동,189200,8,23200,1340,
41190610,치킨,상동,503500,26,19700,990,
41190742,돈까스/일식,중동,1607500,37,43300,1090,
41190742,치킨,중동,657200,26,25400,1410,
41190606,돈까스/일식,역곡동,429800,18,23200,1120,
41190746,치킨,송내동,721800,32,22300,1060,
41190610,한식,중동,2664100,159,16800,930,
41190795,분식,범박동,655200,31,21400,1000,
41190610,치킨,중동,967700,27,35400,1710,
41590515,치킨,새솔동,116800,4,26900,1510,
41190795,회,옥길동,576000,14,39700,990,
41650250,치킨,소흘읍,178400,8,22300,860,
41190795,피자,괴안동,978500,41,24100,1170,
41250565,돈까스/일식,지행동,3845500,150,25700,960,
41190742,한식,중동,6223300,333,18700,940,
41360250,중식,와부읍,15300,1,23000,580,
41150510,찜탕,의정부동,4498000,271,16600,800,
41190744,피자,상동,9383700,409,23000,1210,
41190742,카페/디저트,약대동,129000,7,18000,1210,
41190610,족발/보쌈,중동,417400,15,27200,1160,
41150510,한식,의정부동,849800,43,19600,1150,
11560680,분식,신길동,394300,14,27800,1380,
41190742,아시안/양식,중동,4850400,211,23000,900,
41150510,한식,의정부동,183500,9,20400,1910,
11530720,돈까스/일식,고척동,314700,10,31500,990,
11530720,카페/디저트,고척동,105700,5,20500,850,
11530740,찜탕,개봉동,408100,22,18400,1080,
41250566,치킨,지행동,16500,1,19800,1100,
41150567,카페/디저트,신곡동,108900,7,14800,1690,
41190742,분식,중동,3075400,180,17100,1000,
41190610,분식,상동,110900,6,19600,1080,
11530740,야식,개봉동,1316700,43,30700,1210,
41150520,야식,의정부동,1392700,56,24600,1480,
41360253,분식,진접읍,665400,34,19500,1070,
41150568,피자,신곡동,3400,0,20500,2480,
41190603,한식,원미동,229000,5,42900,1570,
11530790,치킨,궁동,653800,28,23100,1190,
41190606,족발/보쌈,춘의동,439700,14,31000,1050,
41190610,치킨,중동,171700,8,22900,1270,
11530770,카페/디저트,오류동,4679000,220,21300,1110,
41190742,족발/보쌈,도당동,1120800,31,35800,950,
41190610,족발/보쌈,상동,121500,4,31700,1080,
41190746,카페/디저트,송내동,220200,14,15400,960,
41150510,돈까스/일식,의정부동,1900,0,11500,1640,
41190610,찜탕,중동,2339800,128,18300,900,
41150568,치킨,신곡동,3800,0,22900,3000,
41190610,피자,중동,352400,14,26100,940,
41190603,카페/디저트,심곡동,2100,0,12500,870,
41590262,야식,남양읍,563000,16,35600,800,
41190606,치킨,역곡동,1515900,58,26400,1370,
41190610,족발/보쌈,중동,540800,24,22700,980,
41210620,치킨,철산동,143000,6,23200,1260,
41190610,회,중동,945300,33,28800,1230,
41150555,한식,호원동,5800,0,35000,1340,
41150555,한식,호원동,4800,0,28500,930,
41190603,카페/디저트,심곡동,55300,4,14400,810,
41190746,중식,심곡본동,11198400,496,22600,1750,
11350670,아시안/양식,상계동,2000,0,12000,100,
11350670,아시안/양식,상계동,2246000,104,21700,1340,
41150578,분식,민락동,5400,0,16200,1330,
41590515,분식,새솔동,3000,0,18000,550,
41210650,패스트푸드,일직동,177300,8,21300,1760,
11350670,아시안/양식,상계동,2200,0,13000,930,
41150520,야식,의정부동,305500,12,25100,2050,
41173566,카페/디저트,관양동,577100,30,19200,820,
11530750,치킨,개봉동,10798100,514,21000,1110,
41150573,야식,용현동,22600,1,27200,1860,
41281530,찜탕,도내동,2779300,138,20200,740,
41250566,카페/디저트,송내동,711000,41,17400,840,
11530740,카페/디저트,개봉동,797900,37,21400,880,
41250566,야식,지행동,6787400,296,22900,1010,
41250566,족발/보쌈,지행동,25800,1,38800,1180,
41150620,치킨,녹양동,14000,0,28000,1010,
41650520,아시안/양식,선단동,127800,3,42600,1160,
41190742,야식,중동,129700,3,40900,930,
41150578,카페/디저트,민락동,2600,0,15500,2820,
41210620,치킨,철산동,20308900,922,22000,1220,
41150578,치킨,민락동,100300,4,26200,1820,
41190742,카페/디저트,약대동,34000,2,20400,1190,
11530780,한식,오류동,1338800,37,36200,1040,
11560720,족발/보쌈,대림동,8201900,197,41600,700,
11530770,치킨,오류동,3082800,135,22900,1160,
41190603,치킨,심곡동,1686500,68,24700,1090,
41210540,찜탕,광명동,6000,0,36000,830,
41390540,중식,은행동,5298400,240,22100,750,
41150578,아시안/양식,민락동,4900,0,29500,1650,
41190795,야식,옥길동,641000,21,30000,2070,
11545640,분식,독산동,6303700,334,18900,960,
41190742,회,중동,218000,6,36300,1220,
41190603,치킨,심곡동,67000,3,20100,1010,
41150510,한식,의정부동,15300,1,23000,1520,
41150510,찜탕,의정부동,203200,10,20000,1500,
41150615,피자,가능동,4200,0,25000,1360,
41360250,분식,와부읍,2667100,175,15200,320,
41190744,카페/디저트,상동,180800,9,19700,1550,
41190610,도시락,중동,241300,4,57900,1320,
41360253,치킨,진접읍,17676200,687,25700,1410,
41150520,돈까스/일식,의정부동,142000,4,38700,1810,
41150510,한식,의정부동,3000,0,18000,460,
41190610,찜탕,상동,329200,9,38000,1380,
41287540,치킨,탄현동,497600,24,20600,1010,
41150573,야식,용현동,21500,1,32200,1410,
11470680,카페/디저트,신정동,19500,1,19500,1130,
41190610,한식,상동,223300,6,37200,1290,
41150555,한식,호원동,42200,0,253000,3960,
41150510,분식,의정부동,9900,1,14900,1490,
41190744,치킨,상동,154900,8,18600,1240,
41150510,회,의정부동,135200,3,42700,2040,
41210550,치킨,광명동,3000,0,17900,790,
41190742,치킨,중동,233000,8,27400,1350,
41210560,한식,광명동,8500,0,25500,940,
41150578,야식,민락동,19300,1,29000,1620,
41190606,한식,도당동,45700,2,24900,1270,
41610530,분식,태전동,2700,0,16000,720,
41210650,한식,일직동,738300,22,33100,1520,
41610530,치킨,장지동,615100,24,25500,1010,
41190742,도시락,중동,268700,10,27800,1150,
41190610,치킨,상동,3200,0,19000,2070,
41150578,치킨,낙양동,96700,4,22300,1410,
41610530,카페/디저트,장지동,1477500,76,19500,950,
41220253,분식,안중읍,3376100,156,21600,730,
41150520,카페/디저트,의정부동,12700,1,12700,1430,
41220253,한식,안중읍,2322200,91,25500,970,
41220253,분식,안중읍,5804600,370,15700,910,
41150520,카페/디저트,의정부동,87600,6,15000,1170,
41220253,한식,안중읍,15220600,564,27000,930,
41220253,돈까스/일식,안중읍,969500,35,28000,1340,
41220253,한식,안중읍,3590600,197,18300,790,
41220253,피자,안중읍,3434600,148,23200,1100,
41220253,한식,안중읍,2054100,75,27400,930,
41220253,분식,안중읍,11139100,529,21000,1200,
41220253,한식,안중읍,5126300,254,20200,1190,
41220253,돈까스/일식,안중읍,4274000,142,30000,1080,
41360253,카페/디저트,진접읍,3888600,245,15900,1070,
41220253,아시안/양식,안중읍,1436600,63,22900,1050,
41220253,찜탕,안중읍,10549100,372,28300,1340,
41250566,치킨,지행동,1393500,48,29300,1030,
41220253,돈까스/일식,안중읍,1951600,90,21600,940,
41220253,피자,안중읍,45900,1,34400,1570,
41220253,족발/보쌈,안중읍,17648600,544,32500,600,
41220253,회,안중읍,5282500,201,26300,1290,
41220253,회,안중읍,17034200,534,31900,1000,
41220253,치킨,안중읍,865500,38,22900,1050,
41150567,치킨,신곡동,5600,0,16900,1400,
41220253,아시안/양식,안중읍,2812900,96,29300,1280,
41220253,한식,안중읍,1291500,46,28300,1200,
41150595,분식,가능동,53800,2,21500,1890,
41220253,찜탕,안중읍,74300,2,44600,1300,
41220253,족발/보쌈,안중읍,9865300,265,37300,970,
41220253,중식,안중읍,37800,2,25200,1160,
41150573,야식,용현동,204000,8,25500,1460,
41190610,중식,상동,325400,15,21200,1360,
41150573,치킨,용현동,4100,0,24500,2090,
41150578,중식,민락동,4200,0,25000,2080,
41220253,분식,안중읍,119200,7,17900,660,
41150576,족발/보쌈,민락동,7000,0,21000,1560,
41220253,찜탕,안중읍,1176700,30,39400,1300,
41150510,한식,의정부동,9500,0,57000,1290,
41150520,회,의정부동,8800,0,52500,2300,
41220253,치킨,안중읍,1476400,69,21300,940,
41150510,야식,의정부동,4700,0,28000,2010,
41150510,한식,의정부동,15000,1,18000,2110,
41150520,족발/보쌈,의정부동,6300,0,38000,1370,
41150580,돈까스/일식,금오동,4500,0,27000,2330,
41150615,치킨,가능동,5300,0,32000,2300,
41150568,족발/보쌈,신곡동,5500,0,33000,970,
41190603,회,심곡동,3200,0,19000,1240,
41190610,치킨,상동,783600,37,21300,1080,
41150580,야식,금오동,347900,18,19700,1030,
41220259,패스트푸드,청북읍,1022100,60,16900,1170,
41220259,돈까스/일식,청북읍,832900,39,21400,1240,
41220259,한식,청북읍,13600,0,27200,950,
41220259,카페/디저트,청북읍,2500,0,15000,650,
41220259,돈까스/일식,청북읍,11700,0,23300,980,
41190606,돈까스/일식,원미동,31000,1,31000,1700,
41150580,분식,금오동,2200,0,13000,1550,
41150578,치킨,민락동,3500,0,21000,2310,
41220253,한식,안중읍,217800,10,22500,1100,
11380551,중식,갈현동,1351800,58,23300,1050,
41150568,한식,신곡동,7400,0,22400,1620,
41150510,분식,의정부동,4900,0,14800,1550,
41150510,한식,의정부동,2400,0,14400,2050,
41150568,한식,신곡동,1800,0,11000,1220,
41220259,한식,청북읍,36200,1,31100,1500,
41650250,돈까스/일식,소흘읍,5120700,230,22300,910,
41220253,한식,안중읍,319300,12,25500,1300,
41220259,돈까스/일식,청북읍,3900,0,23500,1620,
41150576,한식,민락동,2800,0,17000,1600,
41150510,아시안/양식,의정부동,2900,0,17500,2240,
41220259,카페/디저트,청북읍,14200,1,17100,1060,
41220259,돈까스/일식,청북읍,12700,0,25300,1230,
41220253,카페/디저트,안중읍,184200,8,24000,950,
41220259,분식,청북읍,4900,0,14800,1020,
41220259,피자,청북읍,2647800,81,32700,1110,
41150567,치킨,신곡동,317500,16,19800,1310,
41150580,야식,금오동,56200,3,19800,1680,
41220259,카페/디저트,청북읍,263700,11,23300,710,
41220259,분식,청북읍,529200,29,18500,1140,
41360262,카페/디저트,오남읍,1069900,79,13600,1330,
41150615,카페/디저트,가능동,6900,0,13900,1200,
41220259,패스트푸드,청북읍,1143000,31,37100,890,
41220259,치킨,청북읍,3778200,180,21000,1150,
41150545,야식,호원동,32700,2,19600,1820,
