,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_NM,월 평균 배달 매출,월 평균 주문 건수,평균 주문 금액,평균 소요 시간,Label
3783,41150578,S0028747,중식,민락동,4798800,176,27300,1600,2
3784,41150520,S0035394,한식,의정부동,24200,0,48300,2550,0
3785,41190750,S0020261,중식,소사본동,366500,17,21800,1270,3
3786,41150568,S0023936,분식,신곡동,7700,0,23000,1360,3
3787,41150578,S0028942,한식,민락동,1159000,64,18200,930,2
3788,41150573,S0035775,한식,용현동,434200,19,23300,930,0
3789,41150568,S0023807,피자,신곡동,2927200,150,19600,1240,0
3790,41150573,S0035764,족발/보쌈,용현동,8362800,256,32700,1010,3
3791,41150573,S0035768,분식,용현동,9379800,459,20400,910,3
3792,41150595,S0022930,중식,가능동,6000,0,18000,680,2
3793,41150576,S0028026,치킨,민락동,12122800,576,21000,870,1
3794,41150615,S0022831,한식,가능동,9300,0,28000,1680,2
3795,41150578,S0028798,분식,민락동,921200,39,23600,880,3
3796,41150578,S0025551,분식,민락동,4073600,170,24000,1010,3
3797,41150578,S0028859,분식,민락동,312800,15,20400,880,3
3798,41150576,S0027803,분식,민락동,12756200,544,23500,1120,1
3799,11320690,S0028342,피자,방학동,18373500,758,24200,1040,2
3800,41150576,S0027886,패스트푸드,민락동,3351500,180,18600,1010,2
3801,41150578,S0029038,분식,민락동,1686400,103,16400,1060,3
3802,41150578,S0025504,치킨,낙양동,66700,3,25000,1020,2
3803,41150520,S0023953,도시락,의정부동,4300,0,13000,2740,3
3804,41150578,S0028792,치킨,민락동,1609800,72,22400,1140,2
3805,41150578,S0025509,찜탕,낙양동,8335900,295,28300,1590,2
3806,41150576,S0028085,한식,민락동,9176900,383,24000,1560,2
3807,41150578,S0028757,족발/보쌈,민락동,24896300,631,39500,1120,1
3808,41150578,S0028880,아시안/양식,민락동,1400100,85,16500,1030,2
3809,41150576,S0027977,야식,민락동,5952900,260,22900,780,2
3810,41150578,S0028831,찜탕,민락동,10568800,255,41500,1120,2
3811,41150578,S0029051,치킨,민락동,95100,4,25900,840,2
3812,41150578,S0028840,카페/디저트,민락동,668300,41,16200,1030,2
3813,41150576,S0027822,치킨,민락동,7364200,297,24800,1490,2
3814,41150578,S0028910,치킨,민락동,414200,17,23900,1350,2
3815,41150576,S0027974,피자,민락동,5634000,230,24500,840,2
3816,41150578,S0025556,치킨,민락동,5615100,230,24400,530,2
3817,41150578,S0029042,족발/보쌈,민락동,6102200,158,38700,1170,3
3818,41115690,S0002142,카페/디저트,화서동,2099200,137,15300,1420,0
3819,41150576,S0027964,치킨,민락동,2471400,110,22500,1210,2
3820,41150578,S0029069,돈까스/일식,민락동,2086200,98,21300,890,3
3821,41150578,S0028796,치킨,낙양동,10132800,413,24500,1080,2
3822,11530720,S0000202,한식,고척동,17200,1,25800,1290,2
3823,41150576,S0027931,찜탕,민락동,745800,32,22900,1030,2
3824,41150578,S0029078,족발/보쌈,민락동,5047300,129,39100,1140,3
3825,41150578,S0025512,치킨,낙양동,1953400,86,22800,1230,2
3826,41150578,S0029015,야식,민락동,5082800,215,23600,1210,2
3827,41150578,S0025519,회,낙양동,3108500,85,36500,740,2
3828,41150576,S0027873,한식,민락동,2418500,89,27200,1270,2
3829,41150578,S0028887,회,민락동,3289500,74,44200,1370,0
3830,41150578,S0028935,아시안/양식,민락동,2990200,119,25200,700,3
3831,41150580,S0023552,피자,금오동,1129400,42,26700,1180,2
3832,41190746,S0020287,한식,송내동,61200,2,24500,1680,0
3833,41113650,S0002077,카페/디저트,구운동,1747700,104,16900,1240,2
3834,41150578,S0029035,치킨,민락동,1570800,64,24500,1420,2
3835,41281621,S0002322,돈까스/일식,화정동,2345800,69,33800,1110,3
3836,41150578,S0025584,피자,낙양동,810300,30,27200,970,2
3837,41150578,S0028916,야식,민락동,3455600,163,21200,890,2
3838,41650250,S0029941,돈까스/일식,소흘읍,1199800,54,22000,920,1
3839,41461253,S0022941,한식,모현읍,9000,0,26900,140,1
3840,11320680,S0033421,치킨,쌍문동,954300,37,25700,1290,2
3841,41590515,S0029304,분식,새솔동,4316500,196,22000,1090,1
3842,41590515,S0035896,아시안/양식,새솔동,2583500,104,25000,1150,1
3843,41590515,S0026739,회,새솔동,20434300,1153,17700,790,1
3844,41150555,S0041961,찜탕,호원동,2700,0,16100,1130,0
3845,41150578,S0028789,중식,민락동,1440200,72,20000,790,2
3846,41590515,S0022390,찜탕,새솔동,1972600,72,27200,880,1
3847,41250600,S0035577,분식,상패동,477700,18,26800,980,3
3848,41590515,S0040869,피자,새솔동,11010400,525,21000,1140,1
3849,41590515,S0022396,분식,새솔동,3602500,229,15700,1040,1
3850,11530780,S0001682,치킨,오류동,7000,0,42000,1960,0
3851,41590515,S0030256,피자,새솔동,5908000,271,21800,1250,1
3852,41650510,S0038753,한식,신읍동,1117100,44,25500,720,1
3853,41150520,S0025495,찜탕,의정부동,5700,0,34000,3000,3
3854,41150578,S0025563,아시안/양식,민락동,872000,32,27700,850,3
3855,41150580,S0023772,족발/보쌈,금오동,13000,0,39000,3060,2
3856,41150573,S0035732,치킨,용현동,8272000,322,25700,1180,0
3857,41150578,S0028979,치킨,민락동,4299500,183,23500,710,2
3858,11530780,S0002141,카페/디저트,오류동,9800,1,14600,1210,0
3859,41220520,S0026026,카페/디저트,서정동,250100,9,27800,560,0
3860,41150576,S0027997,도시락,민락동,408900,14,30300,1110,3
3861,41150578,S0028913,카페/디저트,민락동,655400,36,18300,730,2
3862,41590515,S0022398,분식,새솔동,1437800,47,30400,940,1
3863,41150578,S0029007,한식,민락동,4765800,136,35200,1110,2
3864,41250520,S0032208,한식,생연동,12400,1,18600,660,0
3865,41150578,S0029052,치킨,민락동,609900,25,24400,1110,2
3866,41590515,S0035372,치킨,새솔동,786200,40,19700,1260,1
3867,41150576,S0028082,족발/보쌈,민락동,3447300,113,30500,870,2
3868,41150568,S0002588,분식,신곡동,1150700,46,24800,1050,3
3869,11530720,S0000156,찜탕,고척동,6200,0,18800,1850,2
3870,41150568,S0026926,족발/보쌈,신곡동,7000,0,42000,3020,3
3871,41150510,S0037091,족발/보쌈,의정부동,5200,0,31000,3880,3
3872,41150578,S0028858,분식,민락동,949900,47,20100,1260,3
3873,41150578,S0028989,족발/보쌈,민락동,1295400,49,26300,1170,2
3874,41461320,S0026226,돈까스/일식,남사면,1050800,50,21100,930,1
3875,41590515,S0034941,찜탕,새솔동,2574200,64,40300,1290,1
3876,41150578,S0025553,치킨,낙양동,3638300,190,19200,780,2
3877,41590515,S0040690,치킨,새솔동,6096700,238,25600,1250,1
3878,41150568,S0037141,찜탕,신곡동,5800,0,35000,970,3
3879,41150520,S0035390,한식,의정부동,12200,0,24300,2370,0
3880,41281621,S0002315,치킨,화정동,1142200,51,22300,1130,0
3881,11530720,S0000160,치킨,고척동,2500,0,14900,1390,2
3882,41150520,S0036676,중식,의정부동,3300,0,20000,3940,3
3883,41150578,S0025541,회,낙양동,2241800,60,37700,720,2
3884,41150576,S0027836,한식,민락동,613700,22,27300,1180,2
3885,41150580,S0023752,돈까스/일식,금오동,4500,0,27000,3180,3
3886,41250566,S0026300,돈까스/일식,지행동,51200,1,38400,1100,3
3887,41210600,S0021203,피자,철산동,3575600,150,23800,1090,0
3888,41150567,S0031761,분식,신곡동,4000,0,24100,2010,3
3889,41150578,S0029061,도시락,민락동,2800,0,16800,1050,3
3890,41150520,S0035356,한식,의정부동,4800,0,29000,1400,0
3891,41150567,S0031985,돈까스/일식,신곡동,2800,0,16500,1840,3
3892,41150576,S0027895,분식,민락동,4900,0,29400,1530,3
3893,41210550,S0019416,돈까스/일식,광명동,1321300,40,33000,980,3
3894,41150510,S0026901,한식,의정부동,5300,0,32000,1360,0
3895,41150520,S0035395,한식,의정부동,7500,0,22500,1480,0
3896,41150520,S0026144,찜탕,의정부동,5000,0,29800,1130,0
3897,41150555,S0028306,분식,호원동,3900,0,23500,830,3
3898,41150578,S0028746,중식,민락동,3000,0,18000,870,2
3899,41150555,S0028307,분식,호원동,2400,0,14500,1100,3
3900,41150520,S0041068,찜탕,의정부동,1800,0,11000,2370,0
3901,41150555,S0041950,분식,호원동,6900,0,41500,1880,3
3902,41150578,S0028817,피자,낙양동,72200,3,24100,1150,2
3903,41281640,S0002218,치킨,행신동,3792000,164,23100,1120,1
3904,41150520,S0036707,카페/디저트,의정부동,3100,0,18500,2260,0
3905,41650510,S0026921,족발/보쌈,신읍동,2879600,73,39500,1090,1
3906,41650510,S0035187,한식,신읍동,16255500,555,29300,1150,1
3907,41150578,S0028894,치킨,민락동,808500,26,30700,1030,2
3908,41650510,S0039696,치킨,신읍동,2221400,86,25800,1240,1
3909,41650510,S0022940,한식,신읍동,66600,2,26700,950,1
3910,41650510,S0026497,한식,신읍동,885000,27,32600,1190,1
3911,41650510,S0023896,치킨,신읍동,100200,5,20700,1170,1
3912,11560700,S0021943,찜탕,대림동,12110900,470,25800,1340,2
3913,11560630,S0021953,치킨,신길동,36500,2,21900,1420,2
3914,41650510,S0027588,회,신읍동,1046800,24,43000,1140,1
3915,41650510,S0029141,족발/보쌈,신읍동,3817700,100,38200,1170,1
3916,41150578,S0028201,아시안/양식,민락동,1404800,47,30100,840,3
3917,41173610,S0027294,족발/보쌈,호계동,4223800,113,37400,750,3
3918,41150595,S0022772,야식,가능동,46300,2,25300,880,2
3919,41650510,S0037544,치킨,신읍동,884900,41,21400,1090,1
3920,41150567,S0031921,치킨,신곡동,3038200,138,22100,1050,0
3921,11470650,S0000948,치킨,신정동,3500,0,21000,1320,2
3922,41590515,S0030268,치킨,새솔동,193400,8,24200,1260,1
3923,41150510,S0036417,한식,의정부동,36000,2,16600,960,0
3924,41650510,S0035258,분식,신읍동,896200,39,22800,1210,1
3925,41650510,S0039865,치킨,신읍동,75700,4,21600,1200,1
3926,41190795,S0021714,분식,옥길동,429800,24,17700,610,3
3927,41650340,S0041928,족발/보쌈,신북면,1117000,30,36600,1310,1
3928,41190795,S0019535,치킨,괴안동,425100,22,19800,1080,2
3929,41610530,S0040159,카페/디저트,태전동,14200,1,17000,1250,1
3930,41150578,S0029081,한식,민락동,21200,1,21200,1300,2
3931,41650510,S0002740,피자,신읍동,51200,2,23600,1180,1
3932,41250566,S0026947,피자,송내동,533300,21,25800,990,0
3933,41150578,S0028742,치킨,민락동,3172800,131,24200,1360,2
3934,41650510,S0022938,한식,신읍동,3988200,139,28700,890,1
3935,41150568,S0027324,한식,신곡동,2851900,139,20600,1700,0
3936,41190606,S0019329,야식,도당동,5800,0,35000,1770,3
3937,41173610,S0035216,한식,호계동,4045800,167,24300,1020,0
3938,41150510,S0035587,한식,의정부동,6700,0,40000,540,0
3939,41650510,S0035370,치킨,신읍동,73800,4,17700,1000,1
3940,41150510,S0031647,한식,의정부동,166400,8,21200,1270,0
3941,41150555,S0041811,치킨,호원동,6644300,263,25300,1090,0
3942,41250535,S0025970,한식,생연동,26400,1,22600,1090,0
3943,11560630,S0021952,치킨,신길동,4618600,209,22100,1430,2
3944,41150595,S0029297,한식,의정부동,12700,1,19000,1350,0
3945,41150520,S0035391,한식,의정부동,2700,0,16000,2520,0
3946,41150573,S0035771,찜탕,용현동,790700,17,46100,1040,3
3947,41150578,S0025585,피자,낙양동,23500,1,23500,950,2
3948,41650510,S0002739,피자,신읍동,5299800,228,23300,1320,1
3949,11350630,S0030292,한식,상계동,24000,1,20600,1090,2
3950,11530720,S0000209,돈까스/일식,고척동,14800,1,22200,690,2
3951,41610530,S0040160,카페/디저트,태전동,2250800,127,17700,870,1
3952,41650510,S0041569,치킨,신읍동,539800,20,26300,1240,1
3953,41210560,S0021676,족발/보쌈,광명동,4151800,109,38100,1270,2
3954,41650510,S0035611,야식,신읍동,3279000,139,23500,1020,1
3955,41590262,S0003023,치킨,남양읍,7674300,301,25500,950,1
3956,41650510,S0023127,피자,신읍동,321500,10,33300,1220,1
3957,41173610,S0023102,찜탕,호계동,2077800,65,32100,880,0
3958,41150510,S0036317,분식,의정부동,2106700,102,20600,1070,3
3959,41250550,S0027339,중식,보산동,1217300,54,22300,1190,1
3960,11530750,S0000136,치킨,개봉동,6400,0,19400,1200,2
3961,41150595,S0022477,한식,가능동,603800,24,25700,1140,2
3962,41150510,S0040646,회,의정부동,998500,24,41900,1220,0
3963,41250565,S0000024,카페/디저트,생연동,132000,6,24000,810,0
3964,41150595,S0022933,중식,가능동,4200,0,25000,2620,2
3965,41250566,S0026865,패스트푸드,송내동,3700,0,22200,540,0
3966,11350630,S0030293,한식,상계동,823500,34,24200,1150,2
3967,41150520,S0025494,찜탕,의정부동,8800,0,26500,1550,0
3968,41650510,S0041385,찜탕,신읍동,1908800,63,30100,1170,1
3969,41150510,S0036152,카페/디저트,의정부동,6800,0,20500,1290,0
3970,41150615,S0022608,분식,가능동,459500,26,17900,980,2
3971,41150520,S0039791,피자,의정부동,3400,0,20600,2420,0
3972,41590515,S0030263,치킨,새솔동,108800,4,24200,800,1
3973,41115690,S0002076,카페/디저트,화서동,993300,60,16600,1270,0
3974,41150573,S0035706,야식,용현동,54800,3,19400,1350,3
3975,41281655,S0000827,찜탕,행신동,1746300,44,39700,1290,1
3976,41287540,S0040448,돈까스/일식,탄현동,38800,2,25900,1060,3
3977,41271550,S0024048,도시락,본오동,259200,8,33100,640,3
3978,41210520,S0019455,치킨,광명동,71900,4,18800,1060,2
3979,41150555,S0040162,카페/디저트,호원동,209800,12,17200,1710,0
3980,41150578,S0028899,한식,민락동,260700,7,35500,1580,2
3981,41190742,S0001196,치킨,약대동,10500,0,63000,1580,3
3982,41150567,S0031820,야식,신곡동,412000,18,23300,1670,3
3983,41150568,S0035423,도시락,신곡동,185900,6,29300,1650,3
3984,41150578,S0028744,중식,민락동,373200,12,29900,2020,2
3985,41150520,S0027565,야식,의정부동,597000,18,32600,2190,3
3986,41150561,S0026958,분식,장암동,236100,13,17900,1740,3
3987,41150578,S0028755,족발/보쌈,민락동,818500,21,39600,1560,3
3988,41150615,S0022773,치킨,가능동,4300,0,13000,2430,2
3989,41150578,S0029050,치킨,민락동,45000,2,24500,1390,2
3990,41150520,S0035352,한식,의정부동,730400,26,27900,1640,0
3991,41150510,S0036349,카페/디저트,의정부동,417200,31,13500,1720,0
3992,41150520,S0028465,족발/보쌈,의정부동,296200,9,32300,1490,3
3993,41150578,S0029039,족발/보쌈,민락동,347700,8,41700,1790,3
3994,41150578,S0029011,야식,민락동,263300,11,24300,1590,3
3995,41150510,S0036504,한식,의정부동,1394800,38,36400,2010,0
3996,41150573,S0035743,치킨,용현동,62800,3,20900,1750,0
3997,41150578,S0028741,치킨,민락동,261900,10,25300,2130,2
3998,41150578,S0025507,찜탕,낙양동,409700,14,30000,1850,2
3999,41150568,S0026676,피자,신곡동,2523100,105,24100,2020,0
4000,41150520,S0041027,족발/보쌈,의정부동,356000,10,36200,1570,3
4001,41150510,S0028525,한식,의정부동,480700,22,22400,1860,0
4002,41150510,S0039703,야식,의정부동,253500,11,22700,2060,3
4003,41150510,S0040401,아시안/양식,의정부동,365200,18,20500,1530,3
4004,41150520,S0029740,한식,의정부동,82400,3,26000,1610,0
4005,41150568,S0027210,아시안/양식,신곡동,747200,22,33700,2310,3
4006,41150578,S0028976,찜탕,민락동,585000,17,34400,710,2
4007,41150573,S0035730,치킨,용현동,348300,13,26100,1660,0
4008,41150510,S0035144,한식,의정부동,968500,33,29500,2080,0
4009,41150520,S0040634,야식,의정부동,397200,15,26500,1570,3
4010,41150510,S0036429,분식,의정부동,3200,0,19000,800,3
4011,41150510,S0028553,한식,의정부동,103000,4,29400,2010,0
4012,41150545,S0041642,회,호원동,13700,0,82000,2190,0
4013,41150520,S0036960,족발/보쌈,의정부동,552500,15,37700,1960,3
4014,41150580,S0023878,돈까스/일식,금오동,9800,0,29200,1830,3
4015,41150510,S0029116,분식,의정부동,84400,4,20300,1870,3
4016,41150520,S0035546,회,의정부동,293400,7,41900,1670,0
4017,41150520,S0041496,돈까스/일식,의정부동,592200,26,22900,1670,3
4018,41150520,S0039121,치킨,의정부동,295900,10,29100,1490,0
4019,41150578,S0028912,카페/디저트,민락동,49300,2,19700,1090,2
4020,41650510,S0040020,찜탕,신읍동,316600,6,50000,1630,1
4021,41150568,S0002587,분식,신곡동,252200,10,24800,1880,3
4022,41150555,S0041618,치킨,호원동,31700,0,190000,2130,3
4023,41150576,S0027884,패스트푸드,민락동,121200,7,17700,1460,2
4024,41150568,S0029466,한식,신곡동,6500,0,19500,1880,0
4025,41250565,S0037241,돈까스/일식,지행동,3500,0,21000,840,3
4026,41150576,S0040987,야식,민락동,109200,5,21800,1900,3
4027,41150576,S0027817,치킨,민락동,539600,20,27200,1830,2
4028,41150510,S0036314,분식,의정부동,423200,22,19500,1800,3
4029,41250566,S0029936,야식,지행동,752200,23,32500,1150,3
4030,41150595,S0022498,찜탕,가능동,3800,0,23000,1370,2
4031,41150520,S0041502,돈까스/일식,의정부동,5400,0,32700,2400,3
4032,41190742,S0020888,분식,중동,929100,38,24700,1200,3
4033,41190750,S0019529,카페/디저트,소사본동,4588900,323,14200,1010,1
4034,41150510,S0040648,중식,의정부동,262200,12,22500,2280,3
4035,41150520,S0039785,피자,의정부동,449100,17,26900,1980,0
4036,41190795,S0019538,치킨,괴안동,4871800,204,23900,1180,2
4037,41150595,S0022928,중식,가능동,231500,10,22400,1700,2
4038,41150555,S0041783,카페/디저트,호원동,1421200,65,21800,800,0
4039,41150576,S0027973,피자,민락동,434000,17,25000,1380,2
4040,41150510,S0026183,한식,의정부동,218800,9,23900,1720,0
4041,41150580,S0023687,야식,금오동,147500,7,22100,1430,2
4042,41150573,S0035765,분식,용현동,371600,18,20100,1510,3
4043,41150620,S0026742,패스트푸드,녹양동,192200,11,18000,1720,2
4044,41150510,S0041018,분식,의정부동,291700,17,17300,1670,3
4045,41150520,S0039668,한식,의정부동,564800,16,34900,1640,0
4046,41150578,S0028806,분식,민락동,409700,18,22600,1310,3
4047,41150578,S0028786,중식,민락동,38700,2,19300,1470,2
4048,41190795,S0020723,야식,옥길동,52500,2,31500,1780,3
4049,41150576,S0027799,분식,민락동,421200,18,22800,1600,3
4050,41150520,S0036840,분식,의정부동,241800,14,17700,1550,3
4051,41150578,S0028828,찜탕,민락동,439300,10,43200,1650,2
4052,11530720,S0000219,치킨,고척동,257300,15,17500,1370,2
4053,41150578,S0029079,한식,민락동,3900,0,23400,1400,2
4054,11560550,S0041573,치킨,당산동1가,580400,26,22300,1170,2
4055,41150578,S0028977,치킨,민락동,152200,6,24700,1210,2
4056,41150578,S0028934,아시안/양식,민락동,92600,3,27800,1250,3
4057,41150578,S0028794,치킨,낙양동,197200,8,24600,1510,2
4058,41150510,S0040423,분식,의정부동,68200,4,17800,1720,3
4059,41150576,S0027975,야식,민락동,177000,8,22100,1430,3
4060,41150578,S0028855,분식,민락동,73700,4,19200,1810,3
4061,41150510,S0035057,돈까스/일식,의정부동,331200,10,31500,1800,3
4062,41150510,S0022518,찜탕,의정부동,24900,1,24900,1480,0
4063,41150576,S0028083,한식,민락동,1010200,39,25700,2070,2
4064,41150520,S0026757,패스트푸드,의정부동,244600,13,18800,1490,0
4065,41150576,S0027869,한식,민락동,185700,7,27200,1640,2
4066,41250565,S0023411,치킨,지행동,17500,1,26200,820,0
4067,41150555,S0027033,카페/디저트,호원동,100800,7,14100,1460,0
4068,41150576,S0028022,치킨,민락동,706800,32,22100,1380,2
4069,41150576,S0027994,한식,민락동,130800,6,21800,1180,2
4070,41150578,S0028790,치킨,민락동,81800,4,21300,1760,2
4071,41150510,S0028294,한식,의정부동,241000,9,25800,1690,0
4072,41150578,S0029076,족발/보쌈,민락동,236500,6,38400,1470,3
4073,41210600,S0021113,회,철산동,67500,2,40500,1530,0
4074,11500570,S0021635,치킨,화곡동,26300,1,22600,1160,0
4075,41150578,S0028834,야식,민락동,650100,22,29300,1460,3
4076,41271550,S0025662,돈까스/일식,본오동,5305000,266,19900,540,1
4077,41150520,S0036644,한식,의정부동,38500,2,21000,2070,0
4078,41150510,S0022789,야식,가능동,322200,15,22000,930,2
4079,41190795,S0019539,카페/디저트,괴안동,503600,28,17700,730,2
4080,41150578,S0028886,회,민락동,239300,6,43500,2170,0
4081,41150578,S0029060,도시락,민락동,95700,2,47900,1850,3
4082,41150520,S0036935,한식,가능동,29200,2,17600,790,2
4083,41150520,S0035392,한식,의정부동,6200,0,37000,2720,0
4084,41250565,S0027393,도시락,지행동,538400,19,28100,1120,3
4085,41150567,S0031760,분식,신곡동,3200,0,19500,2000,3
4086,41150510,S0031646,한식,의정부동,72900,3,25700,1860,0
4087,41150510,S0022783,야식,가능동,12300,0,24700,1720,2
4088,41281621,S0002345,패스트푸드,화정동,80600,4,21000,1180,0
4089,41220520,S0022884,한식,서정동,5263000,263,20000,420,1
4090,41210610,S0021743,족발/보쌈,철산동,4440100,140,31700,1150,3
4091,41150555,S0041808,치킨,호원동,456200,17,27400,1770,0
4092,41461250,S0000380,카페/디저트,포곡읍,1716400,112,15300,540,1
4093,41210570,S0021823,족발/보쌈,광명동,27500,1,41200,830,2
4094,41150520,S0025488,찜탕,의정부동,468200,17,27300,1580,0
4095,41150578,S0025538,야식,민락동,2951700,147,20100,620,2
4096,41150545,S0041963,찜탕,호원동,51500,3,17200,2150,0
4097,41360253,S0023092,한식,진접읍,816200,32,25800,1600,0
4098,41650250,S0037252,한식,소흘읍,614600,16,39700,980,1
4099,41150578,S0028189,아시안/양식,민락동,139200,4,30900,1520,3
4100,41150576,S0027835,한식,민락동,41500,1,35600,1770,2
4101,41150576,S0027879,치킨,민락동,445800,18,24500,1750,2
4102,41150555,S0037248,한식,호원동,492400,14,36500,1220,0
4103,41150620,S0025785,찜탕,녹양동,221500,6,35900,1680,2
4104,41150580,S0029854,한식,금오동,35100,1,35100,2030,2
4105,41150578,S0029080,한식,민락동,15300,1,22900,1160,2
4106,41150520,S0035884,족발/보쌈,의정부동,1132800,28,40000,1800,3
4107,41150578,S0028994,족발/보쌈,민락동,4800,0,29000,1190,2
4108,41287540,S0040447,돈까스/일식,탄현동,5962000,243,24600,1000,1
4109,41150568,S0031719,치킨,신곡동,159900,7,21800,1280,0
4110,41150510,S0025672,치킨,의정부동,421600,22,18700,1570,0
4111,41150595,S0022796,치킨,가능동,2106200,139,15100,840,2
4112,41150555,S0041730,한식,호원동,753400,40,19100,840,0
4113,41150578,S0028983,찜탕,민락동,5900,0,35500,1800,2
4114,41150620,S0025791,분식,녹양동,3300,0,20000,2980,3
4115,41150555,S0041951,분식,호원동,5200,0,31500,1520,3
4116,41150595,S0022507,한식,가능동,5400,0,32500,2080,2
4117,41150510,S0037662,족발/보쌈,의정부동,5800,0,35000,1690,3
4118,41150580,S0023548,피자,금오동,276400,10,26300,1630,2
4119,41150510,S0036335,한식,의정부동,68300,2,29300,2180,0
4120,41150545,S0041650,한식,호원동,94800,4,21900,1440,0
4121,11545610,S0042194,한식,독산동,5503500,210,26200,1600,2
4122,41150576,S0027948,패스트푸드,민락동,64200,4,14800,1260,2
4123,41150568,S0023798,피자,신곡동,455000,22,20200,1770,0
4124,41150567,S0035022,치킨,신곡동,196500,10,20700,1660,0
4125,41150510,S0026893,한식,의정부동,630600,28,22400,1440,0
4126,41190744,S0020129,한식,상동,3200,0,19000,1750,0
4127,41150576,S0027960,치킨,민락동,135200,6,21900,1580,2
4128,41150568,S0031717,치킨,신곡동,58300,3,21900,1610,0
4129,41150580,S0023107,족발/보쌈,금오동,226300,6,41200,2010,2
4130,41150567,S0031917,치킨,신곡동,403200,18,22200,1640,0
4131,41271525,S0029305,돈까스/일식,사동,3379300,77,44000,770,3
4132,41150615,S0022624,피자,가능동,2322600,76,30400,1010,2
4133,41150510,S0036474,카페/디저트,의정부동,16500,1,16500,1920,0
4134,41150520,S0029926,족발/보쌈,의정부동,282300,8,35300,1710,3
4135,41250566,S0026460,찜탕,송내동,71500,4,17200,760,1
4136,41150573,S0035773,한식,용현동,43200,2,18500,1630,0
4137,41150520,S0036706,카페/디저트,의정부동,59700,4,17000,1720,0
4138,41287540,S0040461,치킨,탄현동,41700,2,22800,970,1
4139,41150520,S0036777,치킨,의정부동,15500,1,18600,2020,0
4140,41150615,S0022614,피자,가능동,255000,8,31900,1450,2
4141,41150545,S0041775,야식,호원동,803900,41,19800,980,3
4142,41150578,S0028159,중식,민락동,2700,0,16000,940,2
4143,41150578,S0029036,분식,민락동,84200,5,18000,1560,3
4144,41271560,S0029302,야식,본오동,4210000,146,28800,580,1
4145,41150510,S0039716,한식,의정부동,255700,8,32600,1860,0
4146,41271510,S0035001,치킨,일동,320200,13,25300,1030,0
4147,41150595,S0022840,야식,가능동,9200,0,27500,1260,2
4148,41190744,S0020128,치킨,상동,4200,0,25000,960,0
4149,41150595,S0022756,한식,의정부동,151300,4,33600,1770,0
4150,41150578,S0028117,한식,민락동,106400,6,19300,830,2
4151,41150510,S0037076,한식,의정부동,1126600,59,19100,940,0
4152,41150595,S0022927,중식,가능동,12200,0,24300,1720,2
4153,41800253,S0002751,피자,전곡읍,526600,17,30400,790,1
4154,11590620,S0037202,한식,사당동,736200,34,21300,1500,2
4155,11530520,S0002002,카페/디저트,구로동,2000,0,12000,430,2
4156,11530520,S0002013,카페/디저트,구로동,2000,0,12300,1440,2
4157,41150578,S0028940,한식,민락동,69900,4,19100,1470,2
4158,11530730,S0000269,분식,고척동,10500,1,15800,360,2
4159,41150545,S0041649,한식,호원동,3300,0,20000,2150,0
4160,41210631,S0022040,치킨,하안동,64700,2,25900,1350,0
4161,41150620,S0025784,찜탕,녹양동,48100,1,36100,1700,2
4162,41390540,S0020503,돈까스/일식,은행동,3909900,119,32900,670,1
4163,41650250,S0025733,치킨,소흘읍,550100,23,24300,830,1
4164,41150555,S0037247,한식,호원동,2540800,75,34000,1200,0
4165,11530720,S0000181,치킨,고척동,1537800,66,23300,1130,2
4166,41190746,S0020612,야식,심곡본동,136500,4,34100,1260,3
4167,41150576,S0027871,한식,민락동,5000,0,30000,1310,2
4168,41150568,S0040892,피자,신곡동,9100,0,27200,1150,0
4169,41150567,S0028638,패스트푸드,신곡동,284800,15,18800,1510,0
4170,41150568,S0023762,족발/보쌈,신곡동,17700,0,106000,540,3
4171,41150520,S0040092,치킨,의정부동,84200,4,20200,1780,0
4172,41190744,S0020126,치킨,상동,15500,1,23200,1320,0
4173,41150578,S0025554,치킨,민락동,86300,4,24700,1050,2
4174,41150578,S0028797,분식,민락동,46800,2,25500,1570,3
4175,41650510,S0028222,찜탕,신읍동,2006200,43,46300,1320,1
4176,41150567,S0037846,치킨,신곡동,294400,13,22100,1130,0
4177,41210650,S0021918,카페/디저트,일직동,718600,44,16100,1220,0
4178,11320700,S0028335,중식,방학동,3902000,185,21100,1020,2
4179,41360250,S0041479,족발/보쌈,와부읍,237800,6,37600,410,1
4180,41150620,S0025823,치킨,녹양동,24200,1,18200,1210,2
4181,41150510,S0022788,한식,가능동,1093000,59,18600,1040,2
4182,41150555,S0037242,한식,호원동,202600,6,35800,1730,0
4183,41281655,S0000829,족발/보쌈,행신동,30200,1,36200,380,1
4184,41390540,S0020472,야식,은행동,13826000,514,26900,730,1
4185,41150578,S0029005,한식,민락동,227700,6,40200,1820,2
4186,41610530,S0042011,회,장지동,328700,6,51900,1000,1
4187,41150573,S0035709,한식,용현동,5200,0,31000,1160,0
4188,41150576,S0027986,한식,민락동,115200,3,36400,2040,2
4189,41150520,S0026636,치킨,의정부동,275700,14,20400,1340,0
4190,41190830,S0020030,패스트푸드,삼정동,727400,41,17800,1070,0
4191,41190742,S0020655,돈까스/일식,약대동,186200,6,29400,1040,3
4192,41150615,S0022601,한식,가능동,7200,0,43000,760,2
